info: 

864 atoms
2 atom types

0.0  21.69000000 xlo xhi
0.0  21.69000000 ylo yhi
0.0  21.69000000 zlo zhi

Atoms

  1   1   0.00000000   0.00000000   0.00000000
  2   2   1.80750000   1.80750000   0.00000000
  3   1   1.80750000   0.00000000   1.80750000
  4   2   0.00000000   1.80750000   1.80750000
  5   1   0.00000000   0.00000000   3.61500000
  6   2   1.80750000   1.80750000   3.61500000
  7   1   1.80750000   0.00000000   5.42250000
  8   2   0.00000000   1.80750000   5.42250000
  9   1   0.00000000   0.00000000   7.23000000
 10   2   1.80750000   1.80750000   7.23000000
 11   1   1.80750000   0.00000000   9.03750000
 12   2   0.00000000   1.80750000   9.03750000
 13   1   0.00000000   0.00000000  10.84500000
 14   2   1.80750000   1.80750000  10.84500000
 15   1   1.80750000   0.00000000  12.65250000
 16   2   0.00000000   1.80750000  12.65250000
 17   1   0.00000000   0.00000000  14.46000000
 18   2   1.80750000   1.80750000  14.46000000
 19   1   1.80750000   0.00000000  16.26750000
 20   2   0.00000000   1.80750000  16.26750000
 21   1   0.00000000   0.00000000  18.07500000
 22   2   1.80750000   1.80750000  18.07500000
 23   1   1.80750000   0.00000000  19.88250000
 24   2   0.00000000   1.80750000  19.88250000
 25   1   0.00000000   3.61500000   0.00000000
 26   2   1.80750000   5.42250000   0.00000000
 27   1   1.80750000   3.61500000   1.80750000
 28   2   0.00000000   5.42250000   1.80750000
 29   1   0.00000000   3.61500000   3.61500000
 30   2   1.80750000   5.42250000   3.61500000
 31   1   1.80750000   3.61500000   5.42250000
 32   2   0.00000000   5.42250000   5.42250000
 33   1   0.00000000   3.61500000   7.23000000
 34   2   1.80750000   5.42250000   7.23000000
 35   1   1.80750000   3.61500000   9.03750000
 36   2   0.00000000   5.42250000   9.03750000
 37   1   0.00000000   3.61500000  10.84500000
 38   2   1.80750000   5.42250000  10.84500000
 39   1   1.80750000   3.61500000  12.65250000
 40   2   0.00000000   5.42250000  12.65250000
 41   1   0.00000000   3.61500000  14.46000000
 42   2   1.80750000   5.42250000  14.46000000
 43   1   1.80750000   3.61500000  16.26750000
 44   2   0.00000000   5.42250000  16.26750000
 45   1   0.00000000   3.61500000  18.07500000
 46   2   1.80750000   5.42250000  18.07500000
 47   1   1.80750000   3.61500000  19.88250000
 48   2   0.00000000   5.42250000  19.88250000
 49   1   0.00000000   7.23000000   0.00000000
 50   2   1.80750000   9.03750000   0.00000000
 51   1   1.80750000   7.23000000   1.80750000
 52   2   0.00000000   9.03750000   1.80750000
 53   1   0.00000000   7.23000000   3.61500000
 54   2   1.80750000   9.03750000   3.61500000
 55   1   1.80750000   7.23000000   5.42250000
 56   2   0.00000000   9.03750000   5.42250000
 57   1   0.00000000   7.23000000   7.23000000
 58   2   1.80750000   9.03750000   7.23000000
 59   1   1.80750000   7.23000000   9.03750000
 60   2   0.00000000   9.03750000   9.03750000
 61   1   0.00000000   7.23000000  10.84500000
 62   2   1.80750000   9.03750000  10.84500000
 63   1   1.80750000   7.23000000  12.65250000
 64   2   0.00000000   9.03750000  12.65250000
 65   1   0.00000000   7.23000000  14.46000000
 66   2   1.80750000   9.03750000  14.46000000
 67   1   1.80750000   7.23000000  16.26750000
 68   2   0.00000000   9.03750000  16.26750000
 69   1   0.00000000   7.23000000  18.07500000
 70   2   1.80750000   9.03750000  18.07500000
 71   1   1.80750000   7.23000000  19.88250000
 72   2   0.00000000   9.03750000  19.88250000
 73   1   0.00000000  10.84500000   0.00000000
 74   2   1.80750000  12.65250000   0.00000000
 75   1   1.80750000  10.84500000   1.80750000
 76   2   0.00000000  12.65250000   1.80750000
 77   1   0.00000000  10.84500000   3.61500000
 78   2   1.80750000  12.65250000   3.61500000
 79   1   1.80750000  10.84500000   5.42250000
 80   2   0.00000000  12.65250000   5.42250000
 81   1   0.00000000  10.84500000   7.23000000
 82   2   1.80750000  12.65250000   7.23000000
 83   1   1.80750000  10.84500000   9.03750000
 84   2   0.00000000  12.65250000   9.03750000
 85   1   0.00000000  10.84500000  10.84500000
 86   2   1.80750000  12.65250000  10.84500000
 87   1   1.80750000  10.84500000  12.65250000
 88   2   0.00000000  12.65250000  12.65250000
 89   1   0.00000000  10.84500000  14.46000000
 90   2   1.80750000  12.65250000  14.46000000
 91   1   1.80750000  10.84500000  16.26750000
 92   2   0.00000000  12.65250000  16.26750000
 93   1   0.00000000  10.84500000  18.07500000
 94   2   1.80750000  12.65250000  18.07500000
 95   1   1.80750000  10.84500000  19.88250000
 96   2   0.00000000  12.65250000  19.88250000
 97   1   0.00000000  14.46000000   0.00000000
 98   2   1.80750000  16.26750000   0.00000000
 99   1   1.80750000  14.46000000   1.80750000
100   2   0.00000000  16.26750000   1.80750000
101   1   0.00000000  14.46000000   3.61500000
102   2   1.80750000  16.26750000   3.61500000
103   1   1.80750000  14.46000000   5.42250000
104   2   0.00000000  16.26750000   5.42250000
105   1   0.00000000  14.46000000   7.23000000
106   2   1.80750000  16.26750000   7.23000000
107   1   1.80750000  14.46000000   9.03750000
108   2   0.00000000  16.26750000   9.03750000
109   1   0.00000000  14.46000000  10.84500000
110   2   1.80750000  16.26750000  10.84500000
111   1   1.80750000  14.46000000  12.65250000
112   2   0.00000000  16.26750000  12.65250000
113   1   0.00000000  14.46000000  14.46000000
114   2   1.80750000  16.26750000  14.46000000
115   1   1.80750000  14.46000000  16.26750000
116   2   0.00000000  16.26750000  16.26750000
117   1   0.00000000  14.46000000  18.07500000
118   2   1.80750000  16.26750000  18.07500000
119   1   1.80750000  14.46000000  19.88250000
120   2   0.00000000  16.26750000  19.88250000
121   1   0.00000000  18.07500000   0.00000000
122   2   1.80750000  19.88250000   0.00000000
123   1   1.80750000  18.07500000   1.80750000
124   2   0.00000000  19.88250000   1.80750000
125   1   0.00000000  18.07500000   3.61500000
126   2   1.80750000  19.88250000   3.61500000
127   1   1.80750000  18.07500000   5.42250000
128   2   0.00000000  19.88250000   5.42250000
129   1   0.00000000  18.07500000   7.23000000
130   2   1.80750000  19.88250000   7.23000000
131   1   1.80750000  18.07500000   9.03750000
132   2   0.00000000  19.88250000   9.03750000
133   1   0.00000000  18.07500000  10.84500000
134   2   1.80750000  19.88250000  10.84500000
135   1   1.80750000  18.07500000  12.65250000
136   2   0.00000000  19.88250000  12.65250000
137   1   0.00000000  18.07500000  14.46000000
138   2   1.80750000  19.88250000  14.46000000
139   1   1.80750000  18.07500000  16.26750000
140   2   0.00000000  19.88250000  16.26750000
141   1   0.00000000  18.07500000  18.07500000
142   2   1.80750000  19.88250000  18.07500000
143   1   1.80750000  18.07500000  19.88250000
144   2   0.00000000  19.88250000  19.88250000
145   1   3.61500000   0.00000000   0.00000000
146   2   5.42250000   1.80750000   0.00000000
147   1   5.42250000   0.00000000   1.80750000
148   2   3.61500000   1.80750000   1.80750000
149   1   3.61500000   0.00000000   3.61500000
150   2   5.42250000   1.80750000   3.61500000
151   1   5.42250000   0.00000000   5.42250000
152   2   3.61500000   1.80750000   5.42250000
153   1   3.61500000   0.00000000   7.23000000
154   2   5.42250000   1.80750000   7.23000000
155   1   5.42250000   0.00000000   9.03750000
156   2   3.61500000   1.80750000   9.03750000
157   1   3.61500000   0.00000000  10.84500000
158   2   5.42250000   1.80750000  10.84500000
159   1   5.42250000   0.00000000  12.65250000
160   2   3.61500000   1.80750000  12.65250000
161   1   3.61500000   0.00000000  14.46000000
162   2   5.42250000   1.80750000  14.46000000
163   1   5.42250000   0.00000000  16.26750000
164   2   3.61500000   1.80750000  16.26750000
165   1   3.61500000   0.00000000  18.07500000
166   2   5.42250000   1.80750000  18.07500000
167   1   5.42250000   0.00000000  19.88250000
168   2   3.61500000   1.80750000  19.88250000
169   1   3.61500000   3.61500000   0.00000000
170   2   5.42250000   5.42250000   0.00000000
171   1   5.42250000   3.61500000   1.80750000
172   2   3.61500000   5.42250000   1.80750000
173   1   3.61500000   3.61500000   3.61500000
174   2   5.42250000   5.42250000   3.61500000
175   1   5.42250000   3.61500000   5.42250000
176   2   3.61500000   5.42250000   5.42250000
177   1   3.61500000   3.61500000   7.23000000
178   2   5.42250000   5.42250000   7.23000000
179   1   5.42250000   3.61500000   9.03750000
180   2   3.61500000   5.42250000   9.03750000
181   1   3.61500000   3.61500000  10.84500000
182   2   5.42250000   5.42250000  10.84500000
183   1   5.42250000   3.61500000  12.65250000
184   2   3.61500000   5.42250000  12.65250000
185   1   3.61500000   3.61500000  14.46000000
186   2   5.42250000   5.42250000  14.46000000
187   1   5.42250000   3.61500000  16.26750000
188   2   3.61500000   5.42250000  16.26750000
189   1   3.61500000   3.61500000  18.07500000
190   2   5.42250000   5.42250000  18.07500000
191   1   5.42250000   3.61500000  19.88250000
192   2   3.61500000   5.42250000  19.88250000
193   1   3.61500000   7.23000000   0.00000000
